,Unnamed: 0,batch_size,clip_grad_norm,data_path,device,exclude_classes,handle_max_length,logging_steps,max_lr,model,num_classes,num_epochs,output_dir,save_path,seed,warmup_steps,weight_decay,c,grad_accum_steps,reduction,f1_score
21,21,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/083948,63155,50,0.0001,,4.0,attention,0.6237298932951105
22,22,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/162009,47912,50,0.001,,4.0,attention,0.6104341445880179
23,23,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/080151,68949,25,1e-05,,4.0,attention,0.5746874359499897
24,24,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/155702,82886,100,0.0001,,4.0,attention,0.6128101802757159
25,25,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/162037,79978,50,0.001,,4.0,attention,0.6181294674317931
26,26,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/094423,89682,25,0.01,,4.0,attention,0.575394265232975
27,27,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/114539,56549,100,0.001,,4.0,attention,0.5854883307906563
28,28,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/110928,76670,100,0.0001,,4.0,attention,0.6512108013937282
29,29,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/135854,56924,50,0.001,,4.0,attention,0.6398924731182796
30,30,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/130914,12715,150,1e-05,,4.0,attention,0.6866841424085048
31,31,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/145245,38940,150,0.01,,4.0,attention,0.6096358543417366
32,32,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/153611,55787,25,0.0001,,4.0,attention,0.5425234960759882
33,33,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/104247,96225,150,1e-05,,4.0,attention,0.5617063492063492
34,34,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/162907,57044,100,0.001,,4.0,attention,0.6619656699889258
35,35,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/085101,73331,100,0.0001,,4.0,attention,0.6558447151470408
36,36,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/123346,1480,150,0.01,,4.0,attention,0.6139640070074852
37,37,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/163804,90513,150,0.001,,4.0,attention,0.6585981394492032
38,38,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/102026,89962,25,1e-05,,4.0,attention,0.6300358286199286
39,39,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/125724,80257,100,1e-05,,4.0,attention,0.5823832798026347
40,40,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/134126,70494,150,0.0001,,4.0,attention,0.6433297781123869
41,41,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/154829,80064,50,0.0001,,4.0,attention,0.7026883924301428
42,42,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/135022,10705,25,0.001,,4.0,attention,0.6678967815809921
43,43,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/155358,59175,100,0.0001,,4.0,attention,0.5768174074313688
44,44,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/081627,5833,100,1e-05,,4.0,attention,0.6744861744861744
45,45,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/171313,34623,150,0.01,,4.0,attention,0.5899945368709669
46,46,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/115737,47591,150,0.001,,4.0,attention,0.6132571544139953
47,47,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/153650,17618,25,0.0001,,4.0,attention,0.574352527030425
48,48,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/164948,29267,25,0.01,,4.0,attention,0.5803039513677811
49,49,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/094044,96692,25,0.01,,4.0,attention,0.568518014073272
50,50,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/121541,59474,50,0.01,,4.0,attention,0.5487728937728937
51,51,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/160308,58088,150,0.0001,,4.0,attention,0.5509952475372171
52,52,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/120642,34080,25,0.01,,4.0,attention,0.6129859239293202
53,53,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/082906,66843,25,0.0001,,4.0,attention,0.5788992919225477
54,54,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/141948,78108,150,0.001,,4.0,attention,0.6894372294372294
55,55,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/081113,11524,100,1e-05,,4.0,attention,0.6555829874205304
56,56,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/144312,10580,100,0.01,,4.0,attention,0.6694745888511271
57,57,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/114545,32204,100,0.001,,4.0,attention,0.5955292050944225
58,58,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/170441,19095,100,0.01,,4.0,attention,0.5894332578736249
59,59,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/160245,63203,150,0.0001,,4.0,attention,0.7022177291172736
60,60,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/113054,12938,25,0.001,,4.0,attention,0.5892003910068426
61,61,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/083756,80296,50,0.0001,,4.0,attention,0.6606940233137928
62,62,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/095434,8132,50,0.01,,4.0,attention,0.5487446772270481
63,63,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/113633,8357,50,0.001,,4.0,attention,0.6147936507936508
64,64,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/101537,82364,25,1e-05,,4.0,attention,0.6301393728222997
65,65,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/094253,55975,25,0.01,,4.0,attention,0.5629839477391637
66,66,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/120344,81880,25,0.01,,4.0,attention,0.4851948051948052
67,67,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/130020,16650,100,1e-05,,4.0,attention,0.6103520291837665
68,68,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/143413,26653,50,0.01,,4.0,attention,0.6238426888426888
69,69,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/083052,14761,25,0.0001,,4.0,attention,0.6235336294910763
70,70,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/080204,16633,25,1e-05,,4.0,attention,0.596347499573306
71,71,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/163217,43668,100,0.001,,4.0,attention,0.6726285823253787
72,72,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/103339,47624,100,1e-05,,4.0,attention,0.6165513784461153
73,73,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/150436,6402,25,1e-05,,4.0,attention,0.5676190476190477
74,74,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/080150,49481,25,1e-05,,4.0,attention,0.573414986097913
75,75,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/114856,83165,100,0.001,,4.0,attention,0.6044351073762838
76,76,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/104643,21524,150,1e-05,,4.0,attention,0.7375278443239608
77,77,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/140759,75738,100,0.001,,4.0,attention,0.6596439441317491
78,78,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/113702,45652,50,0.001,,4.0,attention,0.6236262766359852
79,79,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/133538,57531,100,0.0001,,4.0,attention,0.7216936809960066
80,80,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/091658,81694,50,0.001,,4.0,attention,0.6030447330447329
81,81,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/141637,26075,150,0.001,,4.0,attention,0.6448259371031844
82,82,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/130610,85081,150,1e-05,,4.0,attention,0.6417131301458906
83,83,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/103504,66095,100,1e-05,,4.0,attention,0.6164406487232574
84,84,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/082514,46898,150,1e-05,,4.0,attention,0.6462107211367769
85,85,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/095857,21489,100,0.01,,4.0,attention,0.5891486620916021
86,86,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/111833,40364,150,0.0001,,4.0,attention,0.6618670527215482
87,87,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/082012,22017,150,1e-05,,4.0,attention,0.5999141474771726
88,88,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/081333,67072,100,1e-05,,4.0,attention,0.6338402964720435
89,89,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/092836,80782,100,0.001,,4.0,attention,0.6457414168976751
90,90,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/124833,6080,50,1e-05,,4.0,attention,0.5600761768414174
91,91,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/123913,99066,25,1e-05,,4.0,attention,0.6242111586416584
92,92,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/100638,72601,150,0.01,,4.0,attention,0.5754555521997383
93,93,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/152711,99401,150,1e-05,,4.0,attention,0.6599157368091899
94,94,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/095747,42265,100,0.01,,4.0,attention,0.5587541671811336
95,95,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/135923,85146,50,0.001,,4.0,attention,0.6935811072396438
96,96,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/154515,29531,50,0.0001,,4.0,attention,0.5754677342976452
97,97,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/125714,71124,100,1e-05,,4.0,attention,0.6696110303510859
98,98,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/133302,26365,100,0.0001,,4.0,attention,0.5715779941612504
99,99,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/110416,83095,50,0.0001,,4.0,attention,0.5803847892836658
100,100,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/121229,45168,50,0.01,,4.0,attention,0.5050167224080268
101,101,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/145555,51388,150,0.01,,4.0,attention,0.6452984419574281
102,102,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/105157,32439,25,0.0001,,4.0,attention,0.6527757956329385
103,103,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/134956,43247,25,0.001,,4.0,attention,0.5748083848924186
104,104,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/135316,28616,25,0.001,,4.0,attention,0.5958730158730159
105,105,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/132644,61754,50,0.0001,,4.0,attention,0.6670852057449996
106,106,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/101048,66255,150,0.01,,4.0,attention,0.5597198879551821
107,107,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/151859,58517,100,1e-05,,4.0,attention,0.6549052577879247
108,108,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/152749,16091,150,1e-05,,4.0,attention,0.5807291984989427
109,109,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/163754,75524,150,0.001,,4.0,attention,0.6263473606496863
110,110,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/111318,90535,100,0.0001,,4.0,attention,0.6526046292336876
111,111,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/103719,90810,100,1e-05,,4.0,attention,0.6715569561157797
112,112,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/102753,28544,50,1e-05,,4.0,attention,0.6814670215912452
113,113,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/134059,22671,150,0.0001,,4.0,attention,0.6898809523809524
114,114,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/131456,43504,25,0.0001,,4.0,attention,0.6350350527160618
115,115,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/152216,10346,100,1e-05,,4.0,attention,0.5797142857142857
116,116,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/162324,18661,50,0.001,,4.0,attention,0.5912023460410557
117,117,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/165839,92348,50,0.01,,4.0,attention,0.6047619047619047
118,118,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/144353,42373,100,0.01,,4.0,attention,0.6126847390723864
119,119,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/090242,34420,150,0.0001,,4.0,attention,0.5523925104022192
120,120,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/093424,39081,150,0.001,,4.0,attention,0.7274928774928775
121,121,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/110126,20780,50,0.0001,,4.0,attention,0.6467419290948703
122,122,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/105216,68823,25,0.0001,,4.0,attention,0.6161494749118612
123,123,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/085538,29637,150,0.0001,,4.0,attention,0.6871183888575193
124,124,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/085131,24287,100,0.0001,,4.0,attention,0.6296824629271437
125,125,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/164128,32901,150,0.001,,4.0,attention,0.5947995418098511
126,126,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/124241,10961,25,1e-05,,4.0,attention,0.6735751604717122
127,127,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/133209,13370,100,0.0001,,4.0,attention,0.6642815424041957
128,128,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,60,../results,../results/20220501/084652,74803,100,0.0001,,4.0,attention,0.6047004895416109
129,129,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/110109,8947,50,0.0001,,4.0,attention,0.6247414519385144
130,130,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/153926,47910,25,0.0001,,4.0,attention,0.6629646697388634
131,131,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/145217,56310,150,0.01,,4.0,attention,0.6228985507246377
132,132,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/120333,67333,25,0.01,,4.0,attention,0.5320589497060084
133,133,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/142540,51779,25,0.01,,4.0,attention,0.6147169853591873
134,134,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/142607,24114,25,0.01,,4.0,attention,0.6145031055900622
135,135,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/161453,34730,25,0.001,,4.0,attention,0.7068330362448009
136,136,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/111017,39278,100,0.0001,,4.0,attention,0.6120736464347012
137,137,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/111900,11133,150,0.0001,,4.0,attention,0.6391073693922269
138,138,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/171308,42364,150,0.01,,4.0,attention,0.6606167350661194
139,139,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/100121,4147,100,0.01,,4.0,attention,0.5500158894102294
140,140,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/094933,80653,50,0.01,,4.0,attention,0.6082973750449479
141,141,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/093230,49076,150,0.001,,4.0,attention,0.6843270642853758
142,142,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/143759,51890,50,0.01,,4.0,attention,0.6501949400950511
143,143,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/100848,1311,150,0.01,,4.0,attention,0.6226622276219459
144,144,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/165602,1090,50,0.01,,4.0,attention,0.5903244691816121
145,145,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/141120,15227,100,0.001,,4.0,attention,0.65419099455715
146,146,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/141657,52156,150,0.001,,4.0,attention,0.6234188034188034
147,147,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/164650,94524,25,0.01,,4.0,attention,0.5541741164550926
148,148,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/083642,81093,25,0.0001,,4.0,attention,0.5506762017860949
149,149,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/171619,48715,150,0.01,,4.0,attention,0.619591072010427
150,150,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/160540,37932,150,0.0001,,4.0,attention,0.6343591536981991
151,151,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/091751,47399,50,0.001,,4.0,attention,0.5930918016691212
152,152,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/151005,41712,50,1e-05,,4.0,attention,0.5634121296659996
153,153,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/102518,21616,50,1e-05,,4.0,attention,0.6539267523647829
154,154,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/122139,18614,100,0.01,,4.0,attention,0.6299172396231218
155,155,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/122130,73931,100,0.01,,4.0,attention,0.5395178677531619
156,156,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/122431,13853,100,0.01,,4.0,attention,0.5706328142413651
157,157,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,60,../results,../results/20220501/165545,1279,50,0.01,,4.0,attention,0.5994937423028255
158,158,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/112208,72162,150,0.0001,,4.0,attention,0.6472503840245777
159,159,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,100,../results,../results/20220501/153044,55103,150,1e-05,,4.0,attention,0.6091900767762837
160,160,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/090602,48972,25,0.001,,4.0,attention,0.6223326432022085
161,161,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,100,../results,../results/20220501/084220,397,50,0.0001,,4.0,attention,0.5581632996344039
162,162,4,1.0,../data/dataset.pkl,cuda,unknown,,10,5e-05,clinicalslidingwindow,5,80,../results,../results/20220501/151039,17744,50,1e-05,,4.0,attention,0.5946157735085945
163,163,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/113947,67994,50,0.001,,4.0,attention,0.6387258053758421
164,164,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,100,../results,../results/20220501/105453,4789,25,0.0001,,4.0,attention,0.6526887819161056
165,165,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,60,../results,../results/20220501/112755,69724,25,0.001,,4.0,attention,0.6180260268589788
166,166,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/121235,66548,50,0.01,,4.0,attention,0.5645994531784007
167,167,4,1.0,../data/dataset.pkl,cuda,unknown,,10,1e-05,clinicalslidingwindow,5,80,../results,../results/20220501/115448,66907,150,0.001,,4.0,attention,0.6375863902179691
168,168,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,100,../results,../results/20220501/125126,96963,50,1e-05,,4.0,attention,0.6641991341991342
169,169,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,60,../results,../results/20220501/124819,3925,50,1e-05,,4.0,attention,0.6196155488849349
170,170,4,1.0,../data/dataset.pkl,cuda,unknown,,10,2e-05,clinicalslidingwindow,5,80,../results,../results/20220501/132356,68652,50,0.0001,,4.0,attention,0.6761233835181522
171,171,4,1.0,../data/dataset.pkl,cuda,unknown,,10,0.0001,clinicalslidingwindow,5,80,../results,../results/20220501/081056,3845,50,1e-05,,4.0,attention,0.6477434617764264
