,batch_size,c,clip_grad_norm,data_path,device,exclude_classes,grad_accum_steps,logging_steps,max_lr,model,num_classes,num_epochs,output_dir,reduction,save_path,seed,warmup_steps,weight_decay,f1_score
165,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/214450,13371,25,0.0001,0.7986436148510812
166,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/230608,73843,50,0.01,0.80021645021645
167,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/230954,40088,50,0.01,0.8048265460030166
168,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,30,../results,attention,../results/20220501/234433,57198,50,1e-05,0.7118400586940572
169,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,30,../results,attention,../results/20220501/233501,59328,25,1e-05,0.7022435897435898
170,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/222723,98267,50,0.001,0.8723622782446311
171,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/213254,1453,150,1e-05,0.806622434169604
172,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,30,../results,attention,../results/20220501/235428,98790,100,1e-05,0.691786647125604
173,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/225620,2280,25,0.01,0.7601282051282052
174,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/220328,49639,100,0.0001,0.7986804777902202
175,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/225708,43236,25,0.01,0.7885171292823205
176,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/211919,88685,100,1e-05,0.823996399639964
177,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/220751,5298,150,0.0001,0.8440802545727719
178,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/223134,74213,50,0.001,0.8299435946187307
179,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/225947,64162,25,0.01,0.7880782616076734
180,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/214438,30355,25,0.0001,0.8297142857142857
181,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/232510,98466,150,0.01,0.7950833338911985
182,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/223703,85142,100,0.001,0.7887108013937282
183,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/210657,97992,50,1e-05,0.8162331599306389
184,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/231555,35839,100,0.01,0.7836868686868687
185,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/211937,55434,100,1e-05,0.8435684750741084
